wv,intens
4992.577617,103594.2826
4992.588589,103725.965
4992.599561,103857.7621
4992.610532,103989.6728
4992.621503,104120.0346
4992.632473,104251.2785
4992.643443,104383.4654
4992.654412,104515.7661
4992.66538,104648.1805
4992.676348,104780.7081
4992.687315,104913.3483
4992.698281,105046.1
4992.709247,105178.962
4992.720212,105311.9328
4992.731177,105445.0108
4992.742141,105578.1943
4992.753105,105710.4282
4992.764067,105842.7342
4992.77503,105974.0211
4992.785991,106105.3427
4992.796952,106236.6988
4992.807913,106368.0892
4992.818873,106500.6899
4992.829832,106634.5557
4992.84079,106768.5296
4992.851748,106902.6125
4992.862706,107036.805
4992.873663,107171.1071
4992.884619,107305.5182
4992.895574,107440.0374
4992.906529,107574.6634
4992.917484,107709.3947
4992.928437,107844.2295
4992.939391,107979.1657
4992.950343,108114.2013
4992.961295,108247.9929
4992.972246,108380.4992
4992.983197,108513.0484
4992.994147,108645.6412
4993.005097,108778.2782
4993.016046,108910.9599
4993.026994,109045.1473
4993.037942,109177.9393
4993.048889,109310.7778
4993.059835,109443.6639
4993.070781,109576.5989
4993.081727,109709.5838
4993.092671,109842.6191
4993.103615,109977.2989
4993.114559,110110.4573
4993.125502,110243.6695
4993.136444,110376.9369
4993.147386,110510.2609
4993.158327,110643.642
4993.169267,110777.0804
4993.180207,110912.2968
4993.191146,111047.602
4993.202085,111181.252
4993.213023,111314.9591
4993.22396,111448.7224
4993.234897,111584.3526
4993.245833,111720.0754
4993.256769,111857.7271
4993.267704,111995.5057
4993.278638,112133.4182
4993.289572,112271.4694
4993.300505,112409.6618
4993.311438,112544.1602
4993.32237,112682.6014
4993.333301,112821.1877
4993.344232,112959.9199
4993.355162,113098.7967
4993.366092,113237.8152
4993.377021,113376.9712
4993.387949,113516.2592
4993.398877,113655.6729
4993.409804,113795.2054
4993.420731,113930.7472
4993.431657,114066.3626
4993.442582,114202.0541
4993.453507,114337.8242
4993.464431,114473.6754
4993.475354,114609.6098
4993.486277,114745.6293
4993.4972,114881.7355
4993.508121,115017.9295
4993.519042,115156.3986
4993.529963,115297.1547
4993.540883,115438.0134
4993.551802,115578.9718
4993.562721,115720.0256
4993.573639,115861.1691
4993.584556,116002.3959
4993.595473,116143.6988
4993.60639,116282.9685
4993.617305,116420.2204
4993.62822,116557.5643
4993.639135,116695.0021
4993.650049,116832.535
4993.660962,116970.1643
4993.671875,117107.8908
4993.682787,117245.715
4993.693698,117383.6367
4993.704609,117521.6557
4993.715519,117664.0279
4993.726429,117804.3504
4993.737338,117944.7554
4993.748246,118087.3125
4993.759154,118229.9147
4993.770061,118372.5626
4993.780968,118515.255
4993.791874,118657.989
4993.80278,118800.7606
4993.813684,118943.5648
4993.824589,119086.3959
4993.835492,119229.2483
4993.846395,119372.1157
4993.857298,119514.9921
4993.868199,119657.8717
4993.879101,119800.7488
4993.890001,119943.6182
4993.900901,120086.4748
4993.911801,120229.3142
4993.9227,120369.0163
4993.933598,120508.7972
4993.944495,120648.6566
4993.955392,120788.5944
4993.966289,120928.6106
4993.977184,121068.7051
4993.98808,121208.8781
4993.998974,121350.6488
4994.009868,121492.4616
4994.020762,121634.3163
4994.031654,121774.7759
4994.042547,121915.3139
4994.053438,122055.9309
4994.064329,122199.4181
4994.075219,122342.8802
4994.086109,122486.3222
4994.096998,122629.7479
4994.107887,122773.1594
4994.118775,122916.5582
4994.129662,123059.9448
4994.140549,123203.3191
4994.151435,123346.6807
4994.162321,123490.0286
4994.173206,123633.3619
4994.18409,123776.6795
4994.194974,123919.98
4994.205857,124063.2623
4994.216739,124206.5252
4994.227621,124349.7677
4994.238503,124492.9886
4994.249383,124635.3535
4994.260264,124778.5627
4994.271143,124921.7511
4994.282022,125064.9207
4994.2929,125208.0728
4994.303778,125350.5171
4994.314655,125492.315
4994.325532,125634.1787
4994.336408,125776.1082
4994.347283,125918.1038
4994.358158,126060.1662
4994.369032,126202.2964
4994.379905,126345.6827
4994.390778,126489.055
4994.401651,126632.4163
4994.412522,126775.769
4994.423393,126919.1148
4994.434264,127061.9799
4994.445134,127204.8792
4994.456003,127348.2533
4994.466872,127491.6274
4994.47774,127635.0039
4994.488607,127778.3846
4994.499474,127921.7707
4994.510341,128065.1632
4994.521206,128208.5624
4994.532071,128351.306
4994.542936,128494.1145
4994.5538,128636.9879
4994.564663,128779.9262
4994.575526,128922.9297
4994.586388,129065.9988
4994.597249,129209.614
4994.60811,129353.2382
4994.618971,129496.8734
4994.62983,129640.5209
4994.640689,129784.1818
4994.651548,129927.8565
4994.662406,130071.5451
4994.673263,130215.2473
4994.68412,130358.9629
4994.694976,130502.6912
4994.705831,130646.4314
4994.716686,130790.1827
4994.727541,130933.9442
4994.738394,131077.7148
4994.749247,131221.4935
4994.7601,131365.2793
4994.770952,131509.0713
4994.781803,131652.8683
4994.792654,131796.6695
4994.803504,131940.4738
4994.814353,132084.2805
4994.825202,132228.0886
4994.836051,132371.8974
4994.846898,132515.7062
4994.857745,132659.5688
4994.868592,132803.5308
4994.879438,132947.5531
4994.890283,133091.6353
4994.901128,133235.7777
4994.911972,133379.9805
4994.922815,133524.2441
4994.933658,133668.4096
4994.944501,133812.7809
4994.955342,133957.2141
4994.966183,134101.7092
4994.977024,134246.2663
4994.987864,134390.8855
4994.998703,134535.5677
4995.009542,134680.3135
4995.02038,134824.5381
4995.031217,134968.7653
4995.042054,135112.9985
4995.052891,135257.894
4995.063726,135402.8541
4995.074561,135547.8791
4995.085396,135692.9693
4995.09623,135838.1256
4995.107063,135983.3491
4995.117896,136128.6414
4995.128728,136274.0048
4995.139559,136418.4666
4995.15039,136562.9407
4995.161221,136707.4307
4995.17205,136851.9397
4995.182879,136996.4697
4995.193708,137141.0222
4995.204536,137285.5983
4995.215363,137430.1985
4995.22619,137574.8229
4995.237016,137719.4713
4995.247842,137864.143
4995.258666,138008.8374
4995.269491,138153.5534
4995.280315,138298.2898
4995.291138,138443.0454
4995.30196,138587.8186
4995.312782,138733.6585
4995.323603,138879.5707
4995.334424,139025.5574
4995.345244,139171.0124
4995.356064,139317.1258
4995.366883,139463.3177
4995.377701,139609.5897
4995.388519,139755.9436
4995.399336,139901.6383
4995.410153,140046.6229
4995.420969,140191.626
4995.431784,140338.1595
4995.442599,140484.7794
4995.453413,140631.4869
4995.464226,140778.2839
4995.475039,140925.1723
4995.485852,141072.1549
4995.496663,141218.2547
4995.507475,141363.4144
4995.518285,141508.5967
4995.529095,141653.8034
4995.539904,141799.0356
4995.550713,141944.2939
4995.561521,142089.578
4995.572329,142234.8873
4995.583136,142380.2207
4995.593942,142525.5767
4995.604748,142670.9536
4995.615553,142816.3494
4995.626358,142961.7618
4995.637162,143107.1887
4995.647965,143252.6275
4995.658768,143398.0758
4995.66957,143543.5312
4995.680372,143688.991
4995.691173,143834.4529
4995.701973,143979.9145
4995.712773,144125.3734
4995.723572,144270.8274
4995.734371,144416.2743
4995.745169,144561.7121
4995.755966,144707.1388
4995.766763,144852.5527
4995.777559,144997.9519
4995.788355,145145.4008
4995.79915,145291.856
4995.809944,145439.4367
4995.820738,145587.102
4995.831531,145734.8504
4995.842324,145882.68
4995.853116,146030.5891
4995.863908,146178.5756
4995.874698,146326.6371
4995.885489,146474.7713
4995.896278,146621.5709
4995.907067,146769.8085
4995.917856,146918.1091
4995.928644,147066.4664
4995.939431,147214.8738
4995.950218,147363.3237
4995.961004,147511.8081
4995.971789,147660.3182
4995.982574,147808.845
4995.993358,147957.3787
4996.004142,148105.9094
4996.014925,148254.4268
4996.025708,148402.9207
4996.036489,148551.3811
4996.047271,148699.7984
4996.058051,148848.1635
4996.068832,148996.4689
4996.079611,149144.7079
4996.09039,149292.8763
4996.101168,149440.9718
4996.111946,149588.9952
4996.122723,149736.9509
4996.1335,149883.5051
4996.144276,150028.6881
4996.155051,150173.8522
4996.165826,150318.9993
4996.1766,150464.1307
4996.187373,150609.2473
4996.198146,150754.3496
4996.208919,150899.438
4996.21969,151044.5123
4996.230462,151189.5723
4996.241232,151334.6177
4996.252002,151479.6478
4996.262771,151624.662
4996.27354,151769.6595
4996.284308,151914.6396
4996.295076,152059.6014
4996.305843,152204.5442
4996.316609,152349.467
4996.327375,152494.369
4996.33814,152639.2494
4996.348905,152784.1075
4996.359669,152928.9424
4996.370432,153073.7536
4996.381195,153218.5404
4996.391957,153363.3021
4996.402719,153508.0382
4996.41348,153652.7483
4996.424241,153797.4319
4996.435,153942.0886
4996.44576,154086.718
4996.456518,154231.32
4996.467276,154375.8942
4996.478034,154520.4404
4996.488791,154664.9584
4996.499547,154809.4483
4996.510303,154953.9098
4996.521058,155098.3429
4996.531812,155242.7477
4996.542566,155387.1241
4996.553319,155531.4721
4996.564072,155675.7919
4996.574824,155820.0834
4996.585576,155964.347
4996.596327,156108.5825
4996.607077,156252.7903
4996.617827,156396.9703
4996.628576,156541.1229
4996.639324,156685.2482
4996.650072,156829.3464
4996.66082,156973.4176
4996.671566,157117.4621
4996.682312,157261.4801
4996.693058,157405.4717
4996.703803,157549.4373
4996.714547,157693.3769
4996.725291,157837.2909
4996.736034,157981.1794
4996.746777,158125.0427
4996.757519,158268.881
4996.76826,158412.6944
4996.779001,158557.9402
4996.789741,158701.7078
4996.800481,158846.8991
4996.81122,158990.6236
4996.821958,159134.328
4996.832696,159278.0139
4996.843433,159421.6829
4996.85417,159565.3363
4996.864906,159708.9752
4996.875642,159852.6004
4996.886376,159996.2127
4996.897111,160139.8128
4996.907844,160283.401
4996.918577,160426.9778
4996.92931,160570.5435
4996.940042,160714.0982
4996.950773,160857.6419
4996.961504,161001.1748
4996.972234,161144.6966
4996.982963,161288.2073
4996.993692,161431.7068
4997.004421,161575.1947
4997.015148,161718.6708
4997.025876,161862.1349
4997.036602,162005.5866
4997.047328,162149.0254
4997.058053,162292.4512
4997.068778,162435.8634
4997.079502,162579.2617
4997.090226,162722.6456
4997.100949,162866.0148
4997.111671,163009.3688
4997.122393,163152.7071
4997.133114,163296.0295
4997.143835,163439.3354
4997.154555,163583.9575
4997.165274,163727.2274
4997.175993,163870.4808
4997.186711,164013.7182
4997.197429,164156.9399
4997.208146,164300.1461
4997.218863,164443.337
4997.229578,164586.5127
4997.240294,164729.6732
4997.251008,164872.8183
4997.261722,165015.9481
4997.272436,165159.0623
4997.283149,165302.1607
4997.293861,165445.2431
4997.304573,165588.3091
4997.315284,165731.3584
4997.325995,165874.3908
4997.336704,166017.4058
4997.347414,166160.4031
4997.358123,166303.3823
4997.368831,166446.3431
4997.379538,166589.2849
4997.390245,166732.2075
4997.400952,166875.1105
4997.411657,167017.9934
4997.422363,167160.8558
4997.433067,167303.6975
4997.443771,167446.518
4997.454475,167589.3169
4997.465177,167732.094
4997.47588,167874.8488
4997.486581,168017.5811
4997.497282,168160.2905
4997.507983,168302.9767
4997.518683,168445.6395
4997.529382,168588.2785
4997.540081,168730.8935
4997.550779,168873.4843
4997.561476,169016.0506
4997.572173,169158.5921
4997.582869,169301.1088
4997.593565,169443.6003
4997.60426,169586.0665
4997.614955,169728.5072
4997.625649,169870.9223
4997.636342,170013.3116
4997.647035,170155.6751
4997.657727,170298.0125
4997.668418,170440.3237
4997.679109,170582.6087
4997.6898,170726.1069
4997.700489,170868.3398
4997.711179,171012.9842
4997.721867,171157.548
4997.732555,171302.0331
4997.743243,171444.1639
4997.75393,171586.271
4997.764616,171730.6287
4997.775301,171874.9126
4997.785986,172016.9459
4997.796671,172158.9593
4997.807355,172300.9549
4997.818038,172442.9342
4997.828721,172584.8988
4997.839403,172726.8498
4997.850084,172868.7882
4997.860765,173010.7145
4997.871446,173152.6294
4997.882125,173294.5331
4997.892804,173436.4258
4997.903483,173579.3311
4997.914161,173723.2046
4997.924838,173867.0097
4997.935515,174008.818
4997.946191,174150.6156
4997.956867,174292.403
4997.967542,174434.1803
4997.978216,174576.8813
4997.98889,174718.63
4997.999563,174860.3696
4998.010236,175003.001
4998.020908,175144.7133
4998.031579,175286.4175
4998.04225,175428.1138
4998.052921,175569.8025
4998.06359,175711.4833
4998.074259,175853.1557
4998.084928,175994.8191
4998.095596,176137.2882
4998.106263,176280.5206
4998.11693,176423.684
4998.127596,176566.7754
4998.138261,176709.7916
4998.148926,176852.73
4998.159591,176995.5877
4998.170254,177138.3625
4998.180918,177281.0522
4998.19158,177423.6552
4998.202242,177566.17
4998.212904,177708.5957
4998.223564,177850.9321
4998.234225,177993.1793
4998.244884,178135.3381
4998.255543,178276.9931
4998.266202,178419.0075
4998.27686,178560.9358
4998.287517,178702.7793
4998.298174,178844.5397
4998.30883,178986.2197
4998.319485,179127.5606
4998.33014,179269.1122
4998.340794,179410.5908
4998.351448,179551.5887
4998.362101,179692.5758
4998.372754,179833.553
4998.383406,179974.7044
4998.394057,180115.6547
4998.404708,180256.5964
4998.415358,180397.5296
4998.426008,180538.4536
4998.436657,180679.3674
4998.447305,180820.2695
4998.457953,180961.1581
4998.4686,181102.0314
4998.479247,181242.8871
4998.489893,181383.7228
4998.500538,181524.5363
4998.511183,181665.3251
4998.521828,181806.0867
4998.532471,181946.8188
4998.543114,182087.5192
4998.553757,182228.1855
4998.564399,182368.8158
4998.57504,182509.408
4998.585681,182649.9604
4998.596321,182790.4713
4998.606961,182930.9392
4998.6176,183071.3627
4998.628238,183211.7408
4998.638876,183352.0723
4998.649513,183492.3564
4998.66015,183632.5924
4998.670786,183772.7795
4998.681421,183912.9174
4998.692056,184053.0056
4998.70269,184193.044
4998.713324,184333.0322
4998.723957,184472.9703
4998.73459,184612.8583
4998.745221,184752.6961
4998.755853,184892.484
4998.766484,185032.2222
4998.777114,185171.9108
4998.787743,185311.5502
4998.798372,185451.1406
4998.809001,185590.6825
4998.819628,185730.1762
4998.830256,185869.622
4998.840882,186009.0205
4998.851508,186148.372
4998.862134,186287.6769
4998.872758,186426.9357
4998.883383,186566.1488
4998.894006,186705.3168
4998.904629,186844.4399
4998.915252,186983.5187
4998.925874,187122.5536
4998.936495,187261.545
4998.947116,187400.4933
4998.957736,187539.399
4998.968356,187678.2625
4998.978975,187817.0842
4998.989593,187956.7281
4999.000211,188096.3122
4999.010828,188235.8376
4999.021444,188375.3059
4999.03206,188514.719
4999.042676,188654.0794
4999.053291,188793.39
4999.063905,188932.3171
4999.074519,189070.8657
4999.085132,189209.3742
4999.095744,189347.8432
4999.106356,189486.2733
4999.116967,189625.0306
4999.127578,189763.3893
4999.138188,189901.7103
4999.148798,190039.9944
4999.159407,190178.2421
4999.170015,190316.4538
4999.180623,190454.63
4999.19123,190593.1611
4999.201837,190731.6593
4999.212443,190870.5059
4999.223048,191008.9371
4999.233653,191147.7086
4999.244257,191286.439
4999.254861,191425.128
4999.265464,191563.7757
4999.276066,191702.3822
4999.286668,191840.9478
4999.29727,191979.4728
4999.30787,192117.9579
4999.31847,192256.4038
4999.32907,192394.8116
4999.339669,192533.1825
4999.350267,192671.5181
4999.360865,192809.82
4999.371462,192948.0904
4999.382059,193085.7312
4999.392655,193223.3395
4999.40325,193360.9162
4999.413845,193498.4623
4999.42444,193635.9784
4999.435033,193773.4653
4999.445626,193910.9235
4999.456219,194048.3536
4999.466811,194185.7559
4999.477402,194323.1307
4999.487993,194460.4785
4999.498583,194597.7993
4999.509172,194735.0934
4999.519761,194872.3609
4999.53035,195009.6018
4999.540938,195146.8162
4999.551525,195284.0042
4999.562111,195421.1656
4999.572697,195558.3004
4999.583283,195695.4086
4999.593868,195832.49
4999.604452,195969.5446
4999.615036,196106.5721
4999.625619,196243.5724
4999.636201,196380.5453
4999.646783,196517.4907
4999.657365,196654.4083
4999.667945,196791.298
4999.678526,196928.1596
4999.689105,197064.9928
4999.699684,197201.7975
4999.710263,197338.5733
4999.72084,197475.3202
4999.731418,197612.0378
4999.741994,197748.726
4999.75257,197885.3845
4999.763146,198022.0132
4999.773721,198158.6118
4999.784295,198295.5143
4999.794869,198432.3892
4999.805442,198569.2368
4999.816014,198705.7207
4999.826586,198842.5135
4999.837158,198979.617
4999.847729,199116.6943
4999.858299,199253.7456
4999.868868,199390.7709
4999.879437,199527.7706
4999.890006,199664.7449
4999.900574,199801.6944
4999.911141,199938.6196
4999.921708,200075.5211
4999.932274,200212.3999
4999.942839,200349.2569
4999.953404,200486.0932
4999.963969,200622.207
4999.974532,200758.2938
4999.985095,200894.355
4999.995658,201030.3917
5000.00622,201166.4051
5000.016781,201302.396
5000.027342,201438.3652
5000.037903,201574.3133
5000.048462,201710.241
5000.059021,201846.1488
5000.06958,201982.0368
5000.080138,202117.9056
5000.090695,202253.7551
5000.101252,202389.5856
5000.111808,202525.3972
5000.122363,202661.1897
5000.132918,202797.2766
5000.143473,202933.3414
5000.154026,203069.7009
5000.16458,203206.0416
5000.175132,203342.3638
5000.185684,203478.6674
5000.196236,203614.9526
5000.206787,203751.2196
5000.217337,203887.4686
5000.227887,204023.7002
5000.238436,204159.9146
5000.248984,204296.1125
5000.259532,204431.9396
5000.27008,204567.3951
5000.280626,204702.8345
5000.291173,204838.9457
5000.301718,204975.0415
5000.312263,205111.1223
5000.322808,205247.1882
5000.333351,205383.2398
5000.343895,205519.2775
5000.354437,205655.3019
5000.36498,205791.3137
5000.375521,205926.9221
5000.386062,206062.1262
5000.396602,206197.3185
5000.407142,206332.5005
5000.417681,206467.6734
5000.42822,206602.8383
5000.438758,206737.996
5000.449295,206873.1469
5000.459832,207008.2915
5000.470368,207143.4299
5000.480904,207278.5622
5000.491439,207413.6883
5000.501974,207548.8079
5000.512507,207683.9205
5000.523041,207819.0257
5000.533573,207954.1229
5000.544106,208089.2113
5000.554637,208224.2901
5000.565168,208359.3585
5000.575699,208494.4155
5000.586228,208629.4601
5000.596758,208764.4913
5000.607286,208899.5079
5000.617814,209034.509
5000.628342,209169.4932
5000.638869,209304.4595
5000.649395,209439.4067
5000.659921,209574.3335
5000.670446,209709.2389
5000.68097,209844.1216
5000.691494,209978.9804
5000.702018,210113.8142
5000.712541,210248.6219
5000.723063,210383.4022
5000.733584,210518.1541
5000.744106,210652.8765
5000.754626,210787.5682
5000.765146,210922.2283
5000.775665,211056.8558
5000.786184,211191.4495
5000.796702,211326.0086
5000.80722,211460.5321
5000.817737,211595.0192
5000.828253,211729.4689
5000.838769,211863.8804
5000.849284,211998.2529
5000.859799,212132.5856
5000.870313,212266.8778
5000.880826,212401.1288
5000.891339,212535.3378
5000.901851,212669.5042
5000.912363,212803.6274
5000.922874,212937.7068
5000.933385,213071.7418
5000.943895,213205.7319
5000.954404,213339.6766
5000.964913,213473.5753
5000.975421,213607.4276
5000.985929,213741.2331
5000.996436,213874.9914
5001.006942,214008.702
5001.017448,214142.3646
5001.027953,214275.9789
5001.038458,214409.5445
5001.048962,214543.0611
5001.059466,214676.5285
5001.069969,214809.9463
5001.080471,214943.3144
5001.090973,215076.6324
5001.101474,215209.9001
5001.111975,215343.1175
5001.122475,215476.2842
5001.132974,215609.4001
5001.143473,215742.465
5001.153971,215875.4789
5001.164469,216008.4415
5001.174966,216141.3527
5001.185463,216274.2125
5001.195959,216407.0207
5001.206454,216539.7772
5001.216949,216672.482
5001.227443,216805.135
5001.237937,216937.736
5001.24843,217070.2852
5001.258922,217202.7824
5001.269414,217335.2275
5001.279906,217467.6206
5001.290396,217599.9616
5001.300886,217732.2506
5001.311376,217864.4874
5001.321865,217996.672
5001.332353,218128.8046
5001.342841,218260.885
5001.353328,218392.9134
5001.363815,218524.8896
5001.374301,218656.8137
5001.384787,218788.6857
5001.395271,218920.5057
5001.405756,219052.2737
5001.41624,219183.9896
5001.426723,219315.6537
5001.437205,219447.2657
5001.447687,219578.8259
5001.458169,219710.3342
5001.468649,219841.7907
5001.47913,219973.1955
5001.489609,220104.5485
5001.500088,220235.8498
5001.510567,220367.0995
5001.521045,220498.2976
5001.531522,220629.4442
5001.541999,220760.5394
5001.552475,220891.5831
5001.562951,221024.4075
5001.573426,221157.2123
5001.5839,221289.0652
5001.594374,221421.8225
5001.604847,221554.5595
5001.61532,221687.2758
5001.625792,221819.9711
5001.636264,221952.6449
5001.646734,222085.297
5001.657205,222216.9413
5001.667675,222347.5565
5001.678144,222478.1238
5001.688612,222608.6456
5001.69908,222739.124
5001.709548,222869.5609
5001.720015,222999.9582
5001.730481,223130.3175
5001.740947,223260.6404
5001.751412,223390.9282
5001.761876,223521.1822
5001.77234,223651.4035
5001.782804,223781.5932
5001.793266,223911.7522
5001.803729,224041.8812
5001.81419,224171.9809
5001.824651,224302.052
5001.835112,224432.0949
5001.845572,224562.1101
5001.856031,224692.0979
5001.86649,224822.0586
5001.876948,224951.9923
5001.887405,225081.8992
5001.897862,225213.6718
5001.908319,225345.4183
5001.918775,225477.1378
5001.92923,225608.8298
5001.939685,225740.4935
5001.950139,225872.1283
5001.960592,226003.734
5001.971045,226135.31
5001.981497,226266.8561
5001.991949,226398.3722
5002.0024,226529.8584
5002.012851,226661.3149
5002.023301,226790.7292
5002.03375,226920.1178
5002.044199,227049.4819
5002.054647,227178.8226
5002.065095,227308.1408
5002.075542,227438.3989
5002.085989,227567.6654
5002.096435,227696.913
