wv,intens
5.227272727,83430.8594
5.234848485,83793.75
5.242424242,83668.2266
5.25,83776.9219
5.257575758,83740.2031
5.265151515,83837.5469
5.272727273,83720.8125
5.28030303,83936.2812
5.287878788,84007.6172
5.295454545,83971.0938
5.303030303,84144.6094
5.310606061,84025.3125
5.318181818,84455.9609
5.325757576,84552.9688
5.333333333,84311.0625
5.340909091,84414.7188
5.348484848,84599.9062
5.356060606,84665
5.363636364,84821.1719
5.371212121,84949.7344
5.378787879,84884.7812
5.386363636,84657.4922
5.393939394,84730.0547
5.401515152,84627.3984
5.409090909,84795.6094
5.416666667,84640.5625
5.424242424,84751.2969
5.431818182,84723.6875
5.439393939,84956.1094
5.446969697,84735.2812
5.454545455,84801.3516
5.462121212,84918.5625
5.46969697,85089.3438
5.477272727,85275.4688
5.484848485,85157.3203
5.492424242,84955.3203
5.5,84993.3359
5.507575758,84962.9844
5.515151515,85206.5938
5.522727273,85428.4375
5.53030303,85653.7578
5.537878788,85360.2969
5.545454545,85267.7188
5.553030303,85486.75
5.560606061,85224.5312
5.568181818,85768.2812
5.575757576,85804.4844
5.583333333,85676.7812
5.590909091,85803.0156
5.598484848,85932.9219
5.606060606,85863.2188
5.613636364,85803.7109
5.621212121,86195.5156
5.628787879,86272.5156
5.636363636,86137.875
5.643939394,86196.625
5.651515152,86276.2812
5.659090909,86323.1719
5.666666667,86382.0469
5.674242424,86292.9375
5.681818182,86313.4922
5.689393939,86081.8438
5.696969697,86189.3594
5.704545455,86354.1094
5.712121212,86307.1016
5.71969697,86409.2109
5.727272727,86460.8281
5.734848485,86482.6953
5.742424242,86655.0391
5.75,86859.7344
5.757575758,86794.4062
5.765151515,86877.5312
5.772727273,86919.6094
5.78030303,87280.8906
5.787878788,87068.6562
5.795454545,87211.1094
5.803030303,87185.4688
5.810606061,87383.8359
5.818181818,87132.0781
5.825757576,87291.5469
5.833333333,87217.0859
5.840909091,87110.375
5.848484848,86954.8906
5.856060606,87186.6016
5.863636364,87254.4531
5.871212121,87212.8516
5.878787879,87345.1797
5.886363636,87339.1094
5.893939394,87041.6562
5.901515152,87319.5938
5.909090909,87361.4375
5.916666667,87492.2266
5.924242424,87359.6094
5.931818182,87517.2969
5.939393939,87707.7969
5.946969697,87803.8125
5.954545455,87701.9375
5.962121212,87760.6484
5.96969697,87564.25
5.977272727,87695.0156
5.984848485,87672.4297
5.992424242,87729.5469
6,87380.5781
6.007575758,87331.625
6.015151515,87145.3906
6.022727273,87430.4062
6.03030303,87180.2969
6.037878788,87517.1953
6.045454545,87665.2031
6.053030303,87570.3281
6.060606061,87683.4062
6.068181818,87707.3438
6.075757576,87401.2812
6.083333333,87691.875
6.090909091,87582.2734
6.098484848,87640.375
6.106060606,87680.125
6.113636364,87706.5781
6.121212121,87784.0625
6.128787879,87690.2344
6.136363636,87714.3594
6.143939394,87747.6875
6.151515152,87513.6094
6.159090909,87312.9062
6.166666667,87297.1562
6.174242424,87364.0781
6.181818182,87647.2734
6.189393939,87566.7422
6.196969697,87779.1094
6.204545455,87560.0391
6.212121212,87624.625
6.21969697,87603.3828
6.227272727,87657.9844
6.234848485,87646.9453
6.242424242,87493.9688
6.25,87412.3438
6.257575758,87534.4688
6.265151515,87667.1562
6.272727273,87820.6875
6.28030303,88105.4219
6.287878788,87928.3438
6.295454545,87984.4375
6.303030303,87977.8281
6.310606061,88035.5938
6.318181818,88151.2812
6.325757576,88317.5312
6.333333333,88505.4062
6.340909091,88060.7969
6.348484848,88069.2812
6.356060606,88190.375
6.363636364,88458.875
6.371212121,88438.3984
6.378787879,88481.7812
6.386363636,88474.4531
6.393939394,88347.2188
6.401515152,88548.9688
6.409090909,88450.8438
6.416666667,88615.8594
6.424242424,88755.6562
6.431818182,88871.125
6.439393939,88945.25
6.446969697,88798.8047
6.454545455,89041.8281
6.462121212,89162.0781
6.46969697,89128.4688
6.477272727,89094.5312
6.484848485,89294.1562
6.492424242,89023.1484
6.5,89227.7891
6.507575758,89105.2969
6.515151515,88989.2188
6.522727273,89181.625
6.53030303,89377.5
6.537878788,89716.8984
6.545454545,89687.9375
6.553030303,89338.1094
6.560606061,89404.5312
6.568181818,89665.1953
6.575757576,89402.0469
6.583333333,89264.3438
6.590909091,89461.9531
6.598484848,89535.0625
6.606060606,89468.3906
6.613636364,89553.625
6.621212121,89606.8984
6.628787879,89920.875
6.636363636,89739.8906
6.643939394,90032.1328
6.651515152,89649.1875
6.659090909,89720.6562
6.666666667,89592.2109
6.674242424,89616.6406
6.681818182,89952.5469
6.689393939,89756.2656
6.696969697,89668.5703
6.704545455,89715.0312
6.712121212,89774.6875
6.71969697,89797.1172
6.727272727,89582.8594
6.734848485,89622.4688
6.742424242,89636.9375
6.75,89822.6875
6.757575758,89776.2031
6.765151515,89723.2578
6.772727273,89951.4844
6.78030303,89778.5
6.787878788,89726.8438
6.795454545,89797.2656
6.803030303,89818.7344
6.810606061,89699.4531
6.818181818,89813.875
6.825757576,90022.5625
6.833333333,90032.1875
6.840909091,89830.625
6.848484848,89858.9922
6.856060606,89670.8125
6.863636364,89726
6.871212121,90008.6094
6.878787879,89804.9688
6.886363636,89736.375
6.893939394,90146.8438
6.901515152,89751.8594
6.909090909,90265.5
6.916666667,89914.1719
6.924242424,90014.5156
6.931818182,89972.1094
6.939393939,90090.9922
6.946969697,90224.0938
6.954545455,89922.2734
6.962121212,90005.0156
6.96969697,89996.2969
6.977272727,90069.2578
6.984848485,90197.5469
6.992424242,90037.1328
7,90234.0703
7.007575758,90512.6016
7.015151515,90040.5312
7.022727273,90202.6641
7.03030303,90183.7891
7.037878788,90122.0938
7.045454545,90368.3906
7.053030303,90314.4531
7.060606061,90502.25
7.068181818,90199.3125
7.075757576,90562.2812
7.083333333,90379.1406
7.090909091,90199.0625
7.098484848,90326.1562
7.106060606,90375.6641
7.113636364,90025.9688
7.121212121,90686.5938
7.128787879,90506.0938
7.136363636,90557.4844
7.143939394,90645.9531
7.151515152,90533.2109
7.159090909,90617.2188
7.166666667,90482.2031
7.174242424,90815.1328
7.181818182,90717.2656
7.189393939,90827.4844
7.196969697,90822.7266
7.204545455,90670.1797
7.212121212,90764.4844
7.21969697,90653.1953
7.227272727,90667.8828
7.234848485,90570.9297
7.242424242,90888.4062
7.25,90777
7.257575758,90909.7031
7.265151515,90771.3125
7.272727273,91071.9219
7.28030303,91235.7969
7.287878788,90773.6562
7.295454545,90985.1562
7.303030303,91167.2266
7.310606061,91048.8047
7.318181818,91143.9688
7.325757576,91085.2031
7.333333333,90976.8281
7.340909091,90770.125
7.348484848,90886.5391
7.356060606,91215.7969
7.363636364,90855.7969
7.371212121,91395.9609
7.378787879,91170.8281
7.386363636,90980.6719
7.393939394,91383.4844
7.401515152,90939.7656
7.409090909,91059.0625
7.416666667,90967.5547
7.424242424,91173.25
7.431818182,91178.7656
7.439393939,91283.5703
7.446969697,91087.625
7.454545455,91253.2188
7.462121212,91330.3281
7.46969697,91562.6641
7.477272727,91181.8984
7.484848485,91439.7188
7.492424242,91327.4062
7.5,91683.4062
7.507575758,91535.4609
7.515151515,91600
7.522727273,91405.0078
7.53030303,91691.8438
7.537878788,91713.6406
7.545454545,91710.3281
7.553030303,91744.6094
7.560606061,91723.2734
7.568181818,91612.4219
7.575757576,91512.7344
7.583333333,91797.2656
7.590909091,91885.6172
7.598484848,91562.7969
7.606060606,91886.6562
7.613636364,91733.0312
7.621212121,91927.4844
7.628787879,92184.8906
7.636363636,91838.3203
7.643939394,91567.4062
7.651515152,91659.5938
7.659090909,91738.3281
7.666666667,91728.5469
7.674242424,91712.2266
7.681818182,91723.5547
7.689393939,91715.2344
7.696969697,91605.1328
7.704545455,92067.75
7.712121212,92180.9844
7.71969697,91706.8906
7.727272727,91682.9062
7.734848485,91896.6875
7.742424242,91973.75
7.75,91840.4062
7.757575758,91935.625
7.765151515,91912.4219
7.772727273,91926.7969
7.78030303,92094.1719
7.787878788,92142.7734
7.795454545,92073.2812
7.803030303,92323.2188
7.810606061,92373.4688
7.818181818,92287.3672
7.825757576,92604.8906
7.833333333,92358.9844
7.840909091,92267.6406
7.848484848,92609.0781
7.856060606,92737.1562
7.863636364,92477.1562
7.871212121,92792.6562
7.878787879,92724.0625
7.886363636,92614.4219
7.893939394,92500.4688
7.901515152,92325.6484
7.909090909,92535.6094
7.916666667,92524.4688
7.924242424,92286.6406
7.931818182,92538.1875
7.939393939,92416.5
7.946969697,92499.75
7.954545455,92744.5625
7.962121212,92738.1016
7.96969697,92671.6719
7.977272727,92736.0078
7.984848485,92857.0625
7.992424242,92989.75
8,93000.8047
8.007575758,93127.6484
8.015151515,93143.7188
8.022727273,92995.7344
8.03030303,93199.3906
8.037878788,93325.2109
8.045454545,93340.9688
8.053030303,93219.5156
8.060606061,93404.7031
8.068181818,93611.8438
8.075757576,93606.4688
8.083333333,93658.0781
8.090909091,93799.1719
8.098484848,93648.9609
8.106060606,93778.0234
8.113636364,94000.7812
8.121212121,94006.4219
8.128787879,93973.2344
8.136363636,94096.8438
8.143939394,93958.875
8.151515152,94246.3438
8.159090909,94401.5156
8.166666667,94203.4062
8.174242424,94351.5625
8.181818182,94409.25
8.189393939,94457.4219
8.196969697,94639.8906
8.204545455,94497.6016
8.212121212,94758.0469
8.21969697,94557.8672
8.227272727,94715.5234
8.234848485,94750.3906
8.242424242,94802.5156
8.25,95092.2812
8.257575758,94897.7812
8.265151515,94891
8.272727273,95042.375
8.28030303,94943.4922
8.287878788,94985.2188
8.295454545,95095.3281
8.303030303,94792.8594
8.310606061,94940.4219
8.318181818,94848.8516
8.325757576,95043
8.333333333,94873.7031
8.340909091,94987.625
8.348484848,94773.5312
8.356060606,94748.0312
8.363636364,94740.0547
8.371212121,95112.6094
8.378787879,94803.1094
8.386363636,95008.6797
8.393939394,95126.6094
8.401515152,95206.1875
8.409090909,94999.8828
8.416666667,94836.2188
8.424242424,95307.1562
8.431818182,95284.1562
8.439393939,95287.5469
8.446969697,95625.6172
8.454545455,95258.1641
8.462121212,95566.6562
8.46969697,95596.7188
8.477272727,95535.0781
8.484848485,95670.4219
8.492424242,95749.1328
8.5,95422.6094
8.507575758,95643.3125
8.515151515,95898.4844
8.522727273,95615.6484
8.53030303,95791.3594
8.537878788,95752.0312
8.545454545,95905.5312
8.553030303,95960.3281
8.560606061,95964.6875
8.568181818,95769.1094
8.575757576,95793.4766
8.583333333,95649.2109
8.590909091,95637.2578
8.598484848,95759.9688
8.606060606,95687.4688
8.613636364,96018.7578
8.621212121,95710.0625
8.628787879,95544.625
8.636363636,95488.6484
8.643939394,95667.2969
8.651515152,95525.7109
8.659090909,95923.6953
8.666666667,95462.1406
8.674242424,95668.9375
8.681818182,95637.0469
8.689393939,95829.0469
8.696969697,95552.7344
8.704545455,95506.2188
8.712121212,95533.2969
8.71969697,95620.1562
8.727272727,95774.0234
8.734848485,95844.6719
8.742424242,95675.4219
8.75,95744.1562
8.757575758,95788.1562
8.765151515,95688.4688
8.772727273,96044.7188
8.78030303,95475.7188
8.787878788,95430.5938
8.795454545,95521.4766
8.803030303,95561.5703
8.810606061,95427.8125
8.818181818,95537.0312
8.825757576,95589.1328
8.833333333,95635.9062
8.840909091,95687.1562
8.848484848,95922.4844
8.856060606,95762.1719
8.863636364,95651.3906
8.871212121,95779.5
8.878787879,95804.9766
8.886363636,95851.2422
8.893939394,95967.625
8.901515152,96366.6094
8.909090909,96104.3594
8.916666667,95950.5469
8.924242424,95694.1953
8.931818182,95861.0859
8.939393939,96020.0312
8.946969697,95698.6719
8.954545455,95776.9844
8.962121212,95817.0078
